Name                  ;Cns ; RA          ; De         ;Wv   ;Typ   ;   Diam;   Dist;E(B-V);   Age;    pmRA;    pmDe;   RV   ; Reference           ;Aliases
Czernik_16            ;Per ; 52.75400000 ;+52.6120000 ;Op   ;OC    ;    6.8;   2941;  1.15;  7.30;    0.80;   -2.18;        ; 2020A&A...633A..99C ;
Czernik_18            ;Tau ; 66.96300000 ;+30.9360000 ;Op   ;OC    ;    6.1;   1355;  0.60;  8.68;    1.83;   -2.99;        ; 2020A&A...633A..99C ;
Czernik_19            ;Aur ; 74.25800000 ;+28.7630000 ;Op   ;OC    ;    9.1;   2725;  0.67;  7.83;    1.05;   -2.13;        ; 2020A&A...633A..99C ;
Czernik_2             ;Cas ; 10.95200000 ;+60.1970000 ;Op   ;OC    ;   10.2;   2020;  0.50;  9.16;   -4.06;   -0.91;        ; 2020A&A...633A..99C ;FoF 894
Czernik_20            ;Aur ; 80.12900000 ;+39.5450000 ;Op   ;OC    ;    3.8;   3788;  0.60;  9.19;    0.62;   -1.58;        ; 2020A&A...633A..99C ;Teutsch 88
Czernik_21            ;Aur ; 81.67100000 ;+36.0130000 ;Op   ;OC    ;    6.4;   4525;  0.85;  9.35;    2.24;   -0.91;        ; 2020A&A...633A..99C ;
Czernik_23            ;Aur ; 87.52500000 ;+28.8980000 ;Op   ;OC    ;    6.0;   3472;  0.52;  8.66;    0.08;   -1.79;        ; 2020A&A...633A..99C ;FSR 834, FoF 1371
Czernik_24            ;Ori ; 88.84800000 ;+20.8760000 ;Op   ;OC    ;    5.4;   3831;  0.58;  9.10;    0.22;   -2.63;        ; 2020A&A...633A..99C ;FSR 881
Czernik_25            ;Ori ; 93.43200000 ; +6.9530000 ;Op   ;OC    ;    6.7;   2283;  0.50;  8.71;   -0.22;    0.25;        ; 2020A&A...633A..99C ;FSR 987, SAI 63, FoF 29
Czernik_26            ;Mon ; 97.75400000 ; -4.1830000 ;Op   ;OC    ;    2.3;  16667;  0.25;  9.00;    0.14;    0.19;        ; 2020A&A...633A..99C ;
Czernik_27            ;Mon ;105.83000000 ; +6.3820000 ;Op   ;OC    ;    2.9;   4525;  0.04;  8.99;   -0.51;   -1.40;        ; 2020A&A...633A..99C ;
Czernik_29            ;Pup ;112.10000000 ;-15.3850000 ;Op   ;OC    ;    7.1;   4255;  0.48;  8.50;   -1.41;    1.35;        ; 2020A&A...633A..99C ;
Czernik_3             ;Cas ; 15.78000000 ;+62.7870000 ;Op   ;OC    ;    1.7;   5128;  1.00;  8.80;   -0.22;   -0.30;        ; 2020A&A...633A..99C ;
Czernik_30            ;Mon ;112.79600000 ; -9.9450000 ;Op   ;OC    ;    3.6;   9091;  0.10;  9.20;   -0.59;   -0.10;        ; 2020A&A...633A..99C ;
Czernik_31            ;Pup ;114.23800000 ;-20.5150000 ;Op   ;OC    ;    4.6;   3390;  0.10;  8.25;   -1.95;    3.04;        ; 2020A&A...633A..99C ;
Czernik_32            ;Pup ;117.62000000 ;-29.8530000 ;Op   ;OC    ;    4.3;   5102;  0.83;  9.00;   -2.96;    2.48;        ; 2020A&A...633A..99C ;King 24
Czernik_37            ;Sgr ;268.32000000 ;-27.3730000 ;Op   ;OC    ;    4.7;   2463;  1.21;  8.69;    0.46;   -0.45;        ; 2020A&A...633A..99C ;FoF 284
Czernik_38            ;Ser ;282.45100000 ; +4.9650000 ;Op   ;OC    ;    4.9;   2611;  1.46;  7.17;   -1.84;   -5.00;        ; 2020A&A...633A..99C ;FoF 468
Czernik_39            ;Aql ;286.92600000 ; +4.3370000 ;Op   ;OC    ;    3.8;   3953;  2.52;  7.80;   -1.59;   -4.70;        ; 2020A&A...633A..99C ;FSR 111, Teutsch 118
Czernik_40            ;Vul ;295.66100000 ;+21.1450000 ;Op   ;OC    ;    9.4;   4831;  1.02;  8.93;   -2.25;   -4.61;        ; 2020A&A...633A..99C ;
Czernik_41            ;Vul ;297.75400000 ;+25.2900000 ;Op   ;OC    ;   10.0;   2710;  1.28;  8.23;   -2.93;   -6.16;        ; 2020A&A...633A..99C ;FSR 157, FoF 318
Czernik_42            ;Cep ;339.89600000 ;+59.9080000 ;Op   ;OC    ;    3.2;   5495;  1.22;  6.70;   -3.38;   -2.53;        ; 2020A&A...633A..99C ;
Czernik_44            ;Cas ;353.41500000 ;+61.9540000 ;Op   ;OC    ;    7.0;   5435;  0.83;  7.50;   -2.38;   -0.88;        ; 2020A&A...633A..99C ;
Czernik_45            ;Cas ;358.95700000 ;+64.6200000 ;Op   ;OC    ;    3.4;   6200;  1.15;  7.71;   -2.49;    -0.7;  -79.80; Alessi (Gaia DR2)   ;GLM-G360 105
Czernik_5             ;Cas ; 28.92700000 ;+61.3550000 ;Op   ;OC    ;    4.3;   4367;  1.10;  7.61;   -2.02;    0.48;        ; 2020A&A...633A..99C ;FSR 570, FoF 1349
Czernik_6             ;Cas ; 30.54300000 ;+62.8380000 ;Op   ;OC    ;    6.4;   2833;  0.26;  8.34;   -1.13;   -0.13;        ; 2020A&A...633A..99C ;FoF 1879
Czernik_8             ;Per ; 38.24000000 ;+58.7640000 ;Op   ;OC    ;    3.0;   3012;  0.80;  8.45;    0.48;   -0.72;        ; 2020A&A...633A..99C ;FoF 918
Czernik_9             ;Cas ; 38.39300000 ;+59.8830000 ;Op   ;OC    ;    4.4;   3333;  1.05;  8.75;   -0.91;    0.27;        ; 2020A&A...633A..99C ;
DBO_2                 ;Sct ;280.46250000 ; -5.0266667 ;IR   ;EC    ;    1.1;   8000;      ;      ;   -1.81;   -4.11;        ; 2014ApJ...783..130R ;Ryu 877
DBSB_10               ;Pup ;113.85700000 ;-22.3950000 ;IR   ;EC    ;   10.2;   2803;  0.42;  6.50;   -1.46;    1.56;        ; Alessi (Gaia DR2)   ;
DBSB_100              ;Nor ;245.10600000 ;-50.9020000 ;IR   ;EC    ;    3.5;   6757;  1.08;  8.55;   -2.94;   -3.62;        ; 2020A&A...633A..99C ;
DBSB_101              ;Nor ;242.63100000 ;-49.0140000 ;Op   ;EC    ;    7.7;   1923;  1.06;  8.05;   -1.82;   -2.19;        ; 2020A&A...633A..99C ;FSR 1722, RCW 105 Cl
DBSB_102              ;Nor ;243.75400000 ;-49.8500000 ;IR   ;EC    ;    4.8;   2355;  0.94;  6.10;   -2.09;   -3.66;  -47.60; Alessi (Gaia DR2)   ;LMR 223
DBSB_103              ;Ara ;250.01200000 ;-48.7770000 ;IR   ;EC    ;    5.4;   3324;  0.92;  7.20;   -2.94;   -4.26;  -35.00; Alessi (Gaia DR2)   ;
DBSB_104              ;Ara ;255.99700000 ;-51.0880000 ;Op   ;EC    ;    4.2;   1101;  0.10;  8.37;   -0.44;   -2.69;        ; 2020A&A...633A..99C ;Sco R2, Alessi 86
DBSB_106              ;Sco ;253.59000000 ;-45.2980000 ;IR   ;EC    ;    4.8;   2615;  1.51;  6.40;   -1.19;   -1.74;  -31.10; Alessi (Gaia DR2)   ;
DBSB_108              ;Ara ;257.82700000 ;-45.9000000 ;IR   ;EC    ;    5.4;   1306;  1.25;  7.60;   -1.81;   -3.59;        ; Alessi (Gaia DR2)   ;Sco R3, vdBH 88 Cl
DBSB_113              ;Sco ;255.12000000 ;-40.5620000 ;IR   ;EC    ;    4.2;   1660;  1.29;  6.90;   -0.72;   -1.38;  -21.80; Alessi (Gaia DR2)   ;
DBSB_115              ;Sco ;254.81200000 ;-40.1200000 ;IR   ;EC    ;    5.4;   1507;  1.25;  7.38;   -0.86;    -1.7;  -18.70; Alessi (Gaia DR2)   ;
DBSB_116              ;Sco ;257.40000000 ;-41.5950000 ;IR   ;EC    ;    6.0;   2729;  2.60;  6.00;   -1.26;   -3.23;  -26.90; Alessi (Gaia DR2)   ;LMR 246
DBSB_119              ;Sco ;260.02500000 ;-38.9569444 ;IR   ;EC    ;    3.4;   3378;      ;      ;   -0.73;   -2.83;        ; 2019ApJ...885..131R ;
DBSB_12               ;CMa ;110.09166670 ;-27.7852778 ;Op   ;EC    ;    5.0;   3676;  0.87;  8.47;   -2.15;    2.87;        ; Alessi (Gaia DR2)   ;
DBSB_120              ;Sco ;260.80300000 ;-37.7580000 ;IR   ;EC    ;    6.0;   1761;  1.10;  6.00;   -1.23;   -2.85;        ; Alessi (Gaia DR2)   ;
DBSB_123              ;Sco ;259.32000000 ;-36.3350000 ;IR   ;EC    ;    7.2;   1599;  1.46;  6.00;   -0.83;   -3.37;        ; Alessi (Gaia DR2)   ;
DBSB_125              ;Vel ;149.85000000 ;-57.0700000 ;IR   ;EC    ;    6.2;   2946;  0.78;  8.38;   -5.09;    3.58;    3.80; Alessi (Gaia DR2)   ;
DBSB_129              ;Cru ;183.86200000 ;-62.9100000 ;IR   ;EC    ;    4.2;   3611;  1.19;  6.00;   -7.05;    0.74;        ; Alessi (Gaia DR2)   ;
DBSB_13               ;Pup ;123.06000000 ;-22.3450000 ;Op   ;EC    ;    7.8;   3632;  0.29;  8.73;   -2.26;    1.67;        ; Alessi (Gaia DR2)   ;Alessi 155
DBSB_131              ;Cen ;197.91300000 ;-62.5530000 ;IR   ;EC    ;    4.2;   2871;  1.27;  6.50;   -6.22;    -0.8;        ; Alessi (Gaia DR2)   ;
DBSB_133              ;Cen ;198.49900000 ;-62.4020000 ;IR   ;EC    ;    7.2;   2975;  0.83;  8.34;   -7.27;   -1.16;  -31.20; Alessi (Gaia DR2)   ;
DBSB_135              ;Cen ;212.16000000 ;-61.1770000 ;IR   ;EC    ;    5.0;   2766;  1.15;  8.35;   -4.95;   -2.16;  -45.90; Alessi (Gaia DR2)   ;
DBSB_136              ;Cen ;216.25000000 ;-60.3750000 ;IR   ;EC    ;    5.4;   2870;  1.27;  6.00;   -4.91;    -3.1;  -63.90; Alessi (Gaia DR2)   ;
DBSB_139              ;Cir ;227.50500000 ;-58.4260000 ;IR   ;EC    ;    4.4;   3027;  1.71;  7.50;   -4.86;   -3.86;  -65.80; Alessi (Gaia DR2)   ;
DBSB_140              ;Cir ;227.51200000 ;-58.2870000 ;IR   ;EC    ;    6.0;   2912;  1.77;  7.30;   -4.75;   -3.76;   -9.70; Alessi (Gaia DR2)   ;
DBSB_141              ;Cir ;232.14700000 ;-56.3750000 ;IR   ;EC    ;    4.2;   2015;  2.19;  6.00;   -4.42;   -3.16;        ; Alessi (Gaia DR2)   ;
DBSB_144              ;Nor ;243.04000000 ;-51.4750000 ;IR   ;EC    ;    4.8;   2910;  0.98;  6.00;   -3.45;   -3.65;        ; Alessi (Gaia DR2)   ;
DBSB_149              ;Nor ;238.53700000 ;-53.1800000 ;IR   ;EC    ;    3.4;   2578;  1.19;  6.40;   -3.84;   -4.14;  -93.60; Alessi (Gaia DR2)   ;
DBSB_153              ;Nor ;241.90800000 ;-52.5300000 ;IR   ;EC    ;    6.0;   2638;  1.98;  8.00;   -3.39;   -3.81;  -82.20; Alessi (Gaia DR2)   ;
DBSB_154              ;Nor ;242.37000000 ;-52.2500000 ;IR   ;EC    ;    5.0;   3010;  1.25;  6.70;   -3.58;   -4.16;        ; Alessi (Gaia DR2)   ;
DBSB_155              ;Nor ;242.55000000 ;-52.1350000 ;IR   ;EC    ;    3.6;   2937;  1.25;  7.20;   -2.94;   -3.61;        ; Alessi (Gaia DR2)   ;
DBSB_156              ;Nor ;243.06300000 ;-52.0460000 ;IR   ;EC    ;    4.8;   2952;  1.12;  7.30;   -2.01;   -3.21;  -69.00; Alessi (Gaia DR2)   ;
DBSB_157              ;Nor ;243.08400000 ;-51.7710000 ;IR   ;EC    ;    7.8;   2679;  1.04;  7.95;   -3.93;   -4.27;  -67.30; Alessi (Gaia DR2)   ;
DBSB_158              ;Nor ;242.79700000 ;-51.5250000 ;IR   ;EC    ;    7.8;   2544;  0.83;  8.71;    -4.0;   -4.37;        ; Alessi (Gaia DR2)   ;
DBSB_159              ;Nor ;241.59700000 ;-50.7250000 ;IR   ;EC    ;    5.4;   6414;  1.77;  6.62;   -4.12;   -3.81;  -81.00; Alessi (Gaia DR2)   ;LMR 219
DBSB_161              ;Nor ;244.27000000 ;-50.7920000 ;IR   ;EC    ;    5.2;   2740;  1.20;  6.00;   -3.35;   -3.85;  -49.60; Alessi (Gaia DR2)   ;
DBSB_162              ;Nor ;245.11500000 ;-50.6950000 ;IR   ;EC    ;    3.4;   2700;  1.52;  6.30;   -2.72;   -3.32;        ; Alessi (Gaia DR2)   ;
DBSB_163              ;Nor ;244.68000000 ;-50.3160000 ;IR   ;EC    ;    5.4;   2667;  0.94;  8.32;   -3.29;    -3.9;        ; Alessi (Gaia DR2)   ;
DBSB_164              ;Nor ;244.85200000 ;-50.1500000 ;IR   ;EC    ;    4.2;   2406;  1.05;  7.30;   -1.79;   -3.08;  -50.00; Alessi (Gaia DR2)   ;
DBSB_166              ;Nor ;245.37700000 ;-50.0100000 ;IR   ;EC    ;    4.2;   2516;  1.09;  6.20;   -2.56;   -3.65;        ; Alessi (Gaia DR2)   ;
DBSB_167              ;Nor ;245.85700000 ;-49.5450000 ;IR   ;EC    ;    4.2;   2757;  1.40;  6.20;   -1.82;   -3.09;        ; Alessi (Gaia DR2)   ;
DBSB_169              ;Ara ;249.71200000 ;-47.2930000 ;IR   ;EC    ;    4.8;   1789;  2.21;  7.75;   -3.28;   -4.37;        ; Alessi (Gaia DR2)   ;
DBSB_170              ;Nor ;247.24500000 ;-49.6030000 ;IR   ;EC    ;    4.8;   2817;  1.35;  8.00;   -1.65;   -3.13;        ; Alessi (Gaia DR2)   ;
DBSB_171              ;Ara ;249.53200000 ;-47.0780000 ;IR   ;EC    ;    4.8;   2271;  1.40;  7.71;   -1.83;   -3.87;  -53.90; Alessi (Gaia DR2)   ;
DBSB_173              ;Sco ;250.06200000 ;-45.6600000 ;IR   ;EC    ;    4.6;   2858;  1.00;  6.30;    -1.9;   -3.39;        ; Alessi (Gaia DR2)   ;RM 40, LMR 231
DBSB_174              ;Sco ;252.04500000 ;-45.3500000 ;IR   ;EC    ;    3.6;   2415;  1.04;  7.40;   -1.09;   -2.08;  -57.90; Alessi (Gaia DR2)   ;
DBSB_175              ;Sco ;253.14700000 ;-43.3960000 ;IR   ;EC    ;    4.2;   1738;  1.25;  6.00;    -1.0;   -1.88;  -45.90; Alessi (Gaia DR2)   ;
DBSB_176              ;Sco ;254.85700000 ;-42.5750000 ;IR   ;EC    ;    6.0;   1758;  1.77;  7.79;   -0.88;   -1.95;        ; Alessi (Gaia DR2)   ;
DBSB_177              ;Sco ;256.07200000 ;-42.3340000 ;IR   ;EC    ;    4.8;   2769;  2.56;  6.60;   -0.98;    -2.0;  -29.00; Alessi (Gaia DR2)   ;Majaess 177
DBSB_178              ;Sco ;255.55500000 ;-41.7850000 ;IR   ;EC    ;   11.4;   1913;  1.87;  7.96;   -1.15;   -1.84;  -71.90; Alessi (Gaia DR2)   ;
DBSB_179              ;Sco ;257.85000000 ;-39.1790000 ;IR   ;EC    ;    7.2;   3003;  1.90;  7.38;   -1.15;   -1.98;        ; Alessi (Gaia DR2)   ;
DBSB_19               ;Vel ;128.86500000 ;-40.6300000 ;IR   ;EC    ;    4.2;    926;  2.67;  6.00;   -5.75;    2.98;        ; Alessi (Gaia DR2)   ;
DBSB_2                ;CMa ;107.55000000 ;-18.4411111 ;Op   ;EC    ;    1.1;   4202;      ;  7.00;   -1.87;    2.74;        ; Alessi (Gaia DR2)   ;
DBSB_21               ;Vel ;130.57100000 ;-40.7370000 ;IR   ;EC    ;    1.9;   1631;  1.79;  6.00;   -6.00;    4.44;        ; 2020A&A...633A..99C ;
DBSB_23               ;Vel ;132.20000000 ;-42.9075000 ;IR   ;EC    ;    1.5;   3107;      ;      ;   -5.03;    4.89;        ; Alessi (Gaia DR2)   ;MLG 7, Vela MRD-IRS 18
DBSB_27               ;Vel ;131.66200000 ;-43.8840000 ;IR   ;EC    ;    5.0;   2023;  1.33;  8.01;   -4.43;    4.42;   16.60; Alessi (Gaia DR2)   ;
DBSB_3                ;CMa ;107.58750000 ;-18.4891667 ;Op   ;EC    ;    3.5;   3003;  1.15;  7.00;   -1.70;    2.19;        ; Alessi (Gaia DR2)   ;Alessi J0710-1826, FSR 1237
DBSB_34               ;Vel ;135.79500000 ;-47.8170000 ;IR   ;EC    ;    4.2;   1642;  1.56;  8.15;   -5.41;    3.92;        ; Alessi (Gaia DR2)   ;
DBSB_35               ;Vel ;138.79000000 ;-47.4650000 ;IR   ;EC    ;    7.2;   1869;  1.48;  6.80;   -5.38;    4.08;        ; Alessi (Gaia DR2)   ;
DBSB_36               ;Vel ;139.20000000 ;-47.9450000 ;IR   ;EC    ;    8.4;   1734;  2.27;  7.50;   -4.89;    4.17;   21.00; Alessi (Gaia DR2)   ;LMR 162
DBSB_39               ;Vel ;141.10300000 ;-53.1360000 ;IR   ;EC    ;    4.8;   3604;  0.77;  7.40;   -4.37;    4.01;        ; Alessi (Gaia DR2)   ;
DBSB_4                ;Pup ;113.04166670 ;-16.9708333 ;IR   ;EC    ;    1.2;   1678;      ;      ;   -2.17;    2.09;        ; 2014ApJ...783..130R ;
DBSB_40               ;Car ;150.33000000 ;-57.7050000 ;IR   ;EC    ;    4.8;   1954;  1.04;  7.99;   -6.04;    3.69;  -15.50; Alessi (Gaia DR2)   ;
DBSB_43               ;Car ;150.96200000 ;-59.2320000 ;Op   ;EC    ;    2.6;   5348;  0.81;  6.00;   -5.06;    3.14;        ; 2020A&A...633A..99C ;FSR 1532
DBSB_45               ;Car ;154.79200000 ;-58.0450000 ;IR   ;EC    ;    3.8;   3356;  0.89;  7.70;   -5.78;    3.12;        ; Alessi (Gaia DR2)   ;
DBSB_46               ;Car ;157.36500000 ;-57.4250000 ;IR   ;EC    ;    3.0;   2808;  0.79;  7.30;   -6.75;    3.34;   21.30; Alessi (Gaia DR2)   ;
DBSB_47               ;Car ;153.90700000 ;-60.3100000 ;IR   ;EC    ;    6.0;   5938;  0.27;  7.65;   -5.72;    3.69;        ; Alessi (Gaia DR2)   ;
DBSB_48               ;Car ;157.87000000 ;-58.0340000 ;IR   ;EC    ;    8.4;   2966;  1.21;  8.25;   -6.95;    3.44;   12.40; Alessi (Gaia DR2)   ;
DBSB_51               ;Car ;158.25700000 ;-59.6150000 ;IR   ;EC    ;    4.2;   3316;  0.87;  7.00;   -5.14;     2.6;        ; Alessi (Gaia DR2)   ;
DBSB_53               ;Car ;158.18200000 ;-61.6200000 ;IR   ;EC    ;    6.6;   2816;  0.99;  8.10;    -6.9;     3.3;        ; Alessi (Gaia DR2)   ;vdBH-RN 38 Cl
DBSB_55               ;Car ;160.62900000 ;-63.1570000 ;IR   ;EC    ;    6.6;   3112;  1.17;  7.83;   -6.11;     3.1;        ; Alessi (Gaia DR2)   ;
DBSB_6                ;Pup ;112.49300000 ;-19.1020000 ;IR   ;EC    ;    4.3;   3922;  1.27;  6.55;   -1.93;    2.44;        ; 2020A&A...633A..99C ;
DBSB_60               ;Car ;166.38500000 ;-62.4820000 ;IR   ;EC    ;    3.6;   4950;  1.35;  6.75;   -5.23;    1.87;        ; 2020A&A...633A..99C ;
DBSB_62               ;Car ;167.83500000 ;-61.2900000 ;IR   ;EC    ;    7.8;   3144;  0.31;  6.90;   -7.01;    2.38;  -15.60; Alessi (Gaia DR2)   ;
DBSB_64               ;Cen ;171.14200000 ;-58.9500000 ;IR   ;EC    ;    9.6;   3183;  0.46;  6.20;   -7.03;    1.82;        ; Alessi (Gaia DR2)   ;
DBSB_66               ;Car ;169.11000000 ;-61.4850000 ;IR   ;EC    ;    4.4;   3183;  1.00;  6.00;   -7.01;    2.37;        ; Alessi (Gaia DR2)   ;
DBSB_68               ;Cen ;172.21800000 ;-63.1050000 ;IR   ;EC    ;    5.4;   2528;  0.62;  8.53;   -6.38;    1.05;        ; Alessi (Gaia DR2)   ;
DBSB_69               ;Cen ;173.45200000 ;-63.2850000 ;IR   ;EC    ;    5.0;   3058;  2.23;  6.60;   -6.87;    1.36;        ; Alessi (Gaia DR2)   ;
DBSB_7                ;Pup ;113.85500000 ;-18.6770000 ;IR   ;EC    ;   12.7;   2849;  0.83;  7.14;   -1.68;    2.40;        ; 2020A&A...633A..99C ;FoF 1411
DBSB_70               ;Cen ;177.13500000 ;-62.2850000 ;IR   ;EC    ;    6.6;   6386;  0.54;  7.70;   -6.35;    1.19;        ; Alessi (Gaia DR2)   ;
DBSB_72               ;Mus ;176.48700000 ;-65.5550000 ;IR   ;EC    ;    6.0;   3670;  2.29;  6.10;   -5.11;    0.93;  -23.20; Alessi (Gaia DR2)   ;vdBH-RN 53a Cl
DBSB_73               ;Mus ;177.54000000 ;-64.8700000 ;IR   ;EC    ;    4.2;   3102;  1.15;  6.50;   -6.89;    0.87;        ; Alessi (Gaia DR2)   ;IC 2966 Cl
DBSB_75               ;Cru ;182.23000000 ;-63.2700000 ;IR   ;EC    ;    6.0;   6177;  2.19;  6.00;   -6.97;    0.82;   28.80; Alessi (Gaia DR2)   ;
DBSB_76               ;Cru ;185.62500000 ;-63.2930560 ;Op   ;EC    ;    5.0;   3150;      ;      ;   -6.45;    0.17;        ; Alessi (Gaia DR2)   ;
DBSB_77               ;Cru ;188.74500000 ;-61.6540000 ;IR   ;EC    ;    3.4;   2660;  0.87;  6.30;   -7.05;   -0.35;  -35.80; Alessi (Gaia DR2)   ;
DBSB_78               ;Cru ;189.01500000 ;-61.8550000 ;IR   ;EC    ;    5.2;   2703;  0.62;  6.00;   -7.14;   -0.65;  -35.60; Alessi (Gaia DR2)   ;
DBSB_79               ;Cru ;192.19500000 ;-63.7280000 ;IR   ;EC    ;    5.4;   7138;  1.04;  8.40;   -6.47;   -0.38;        ; Alessi (Gaia DR2)   ;
DBSB_80               ;Cru ;192.59500000 ;-61.5820000 ;IR   ;EC    ;    4.8;   1899;  1.42;  6.90;    -7.0;    -1.2;  -17.00; Alessi (Gaia DR2)   ;
DBSB_83               ;Cen ;197.83200000 ;-62.7550000 ;IR   ;EC    ;    4.8;   2801;  1.15;  6.50;   -7.08;   -0.95;  -31.30; Alessi (Gaia DR2)   ;
DBSB_84               ;Cen ;197.82083330 ;-62.7627778 ;IR   ;EC    ;    0.6;   4000;      ;      ;   -6.90;   -0.52;        ; 2019ApJ...885..131R ;
DBSB_85               ;Cen ;199.65973460 ;-62.5504158 ;Op   ;OB    ;   24.5;   2210;  1.46;  7.45;   -4.16;   -1.83;        ; 2020A&A...635A..45C ;Cen OB1 E, UBC 526
DBSB_87               ;Cen ;203.21200000 ;-60.4550000 ;IR   ;EC    ;    6.0;   2495;  0.73;  8.00;   -4.71;   -1.09;        ; Alessi (Gaia DR2)   ;
DBSB_88               ;Cir ;214.90500000 ;-65.4320000 ;IR   ;EC    ;    6.0;   3392;  1.87;  7.85;   -4.95;   -1.94;        ; Alessi (Gaia DR2)   ;
DBSB_89               ;Cir ;221.25700000 ;-59.8330000 ;IR   ;EC    ;    4.2;   2677;  1.56;  6.00;   -4.61;    -3.3;        ; Alessi (Gaia DR2)   ;Mercer 54
DBSB_92               ;Cir ;225.90000000 ;-57.6800000 ;IR   ;EC    ;    6.0;   1950;  1.04;  7.40;   -3.79;   -2.09;        ; Alessi (Gaia DR2)   ;
DBSB_93               ;Cir ;229.71700000 ;-56.6600000 ;IR   ;EC    ;    6.6;   2819;  1.37;  8.20;   -4.53;   -3.61;        ; Alessi (Gaia DR2)   ;
DBSB_94               ;Nor ;235.57500000 ;-53.9600000 ;IR   ;EC    ;    5.4;   1809;  0.98;  8.22;   -4.38;    -4.2;  -42.40; Alessi (Gaia DR2)   ;
DBSB_99               ;Nor ;243.25500000 ;-50.3900000 ;IR   ;EC    ;    7.8;   2703;  1.91;  7.70;   -4.05;   -4.24;        ; Alessi (Gaia DR2)   ;
DB_6                  ;Sgr ;266.78750000 ;-28.7741667 ;IR   ;EC    ;    1.0;   2924;      ;      ;    0.21;   -1.76;        ; 2019ApJ...885..131R ;
DB_62                 ;Vul ;301.18750000 ;+29.2513890 ;Op   ;EC    ;    0.6;   2583;      ;      ;   -1.79;   -5.24;        ; Alessi (Gaia DR2)   ;BFS 2a Gr, BDB 35
DB_63                 ;Cyg ;305.42125000 ;+37.4316667 ;IR   ;EC    ;    2.8;   3509;      ;      ;   -3.08;   -4.56;        ; 2014ApJ...783..130R ;IRAS 20198+3716, Azatyan-Nikoghosyan 11
DB_65                 ;Cyg ;306.79500000 ;+39.4500000 ;IR   ;EC    ;   10.8;   2325;  1.46;  6.80;   -1.77;   -3.96;        ; Alessi (Gaia DR2)   ;CT 4, Le Duigou-Knodlseder 5, BDB 42
DB_70                 ;Cyg ;307.62125000 ;+41.2650000 ;IR   ;EC    ;    1.9;   1613;  1.08;  7.95;   -3.23;   -5.19;        ; 2019ApJ...885..131R ;DR 11 Cl, IRAS 20286+4105, BDB 48, KKC 30
DB_71                 ;Cyg ;309.89166700 ;+41.3180560 ;IR   ;EC    ;    2.3;   1147;      ;      ;   -1.61;   -4.56;        ; Alessi (Gaia DR2)   ;DR 22 Cl, BDB 51
DB_80                 ;Cyg ;310.64500000 ;+42.9460000 ;IR   ;EC    ;    3.8;   3731;  2.23;  7.24;   -2.71;   -4.64;        ; 2020A&A...633A..99C ;BDB 62
DB_82                 ;Aur ; 84.80416670 ;+35.7647222 ;IR   ;EC    ;    1.2;   1684;      ;  6.48;    0.62;   -2.34;        ; 2019ApJ...885..131R ;BDB 154, PCS 2, Sh2-233 NE
DB_83                 ;Tau ; 88.02083300 ;+27.3922220 ;Op   ;EC    ;    3.5;   1606;  1.08;  8.78;    0.45;   -2.17;        ; Alessi (Gaia DR2)   ;IRAS 05489+2723, BDB 165, Majaess 67
DB_94                 ;Vel ;134.52083300 ;-47.3777780 ;IR   ;EC    ;    2.8;   3051;      ;  6.18;   -4.82;    4.79;        ; Alessi (Gaia DR2)   ;vdBH-RN 26 Cl, BDB 249
DB_95                 ;Car ;161.47375000 ;-59.9502780 ;IR   ;EC    ;    3.0;   2481;      ;  6.11;   -6.67;    2.31;        ; Alessi (Gaia DR2)   ;vdBH-RN 43 Cl, BDB 252, Treasure Chest, Oliveira 12, CCCP-Cl 17
DC_1                  ;CMa ;100.50416670 ;-12.9741667 ;Op   ;OC    ;    1.0;   5917;      ;      ;    0.21;    1.27;        ; Alessi (Gaia DR2)   ;
DC_3                  ;Pup ;111.75000000 ;-37.5250000 ;Op   ;OC    ;    6.6;   7782;  0.54;  9.26;   -1.28;    2.96;        ; Alessi (Gaia DR2)   ;
DC_4                  ;CMa ;103.51416670 ;-13.5625000 ;Op   ;OC    ;    2.0;  10989;  0.58;  8.70;   -0.29;    0.61;        ; Alessi (Gaia DR2)   ;
DC_5                  ;Car ;159.99600000 ;-59.1920000 ;Op   ;OC    ;    3.7;   5051;  0.83;  6.05;   -5.36;    2.40;        ; 2020A&A...633A..99C ;Kronberger 38, FSR 1549
DC_8                  ;Aur ; 92.33500000 ;+31.2280000 ;Op   ;OC    ;    2.3;   4484;  1.04;  8.61;    0.78;   -1.31;        ; 2020A&A...633A..99C ;Teutsch 6
DELVE_1               ;Oph ;247.72500000 ; -0.9720000 ;Op   ;GC    ;    1.1;  19000;      ;      ;   -1.70;    1.60;        ; arXiv:1912.03301v1  ;
DR_20_Cl              ;Cyg ;309.25416670 ;+41.5822222 ;IR   ;EC    ;    1.0;   1456;      ;      ;   -3.29;   -4.83;        ; 2014ApJ...783..130R ;
DS_Tuc_Subgr          ;Tuc ;354.91458330 ;-69.1958333 ;Op   ;YAs   ;  280.0;     45;      ;  7.65;   79.30;  -67.60;        ; Alessi (Gaia DR2)   ;
Danks_1               ;Cen ;198.12100000 ;-62.6990000 ;Op   ;OC    ;    2.4;   6289;  2.60;  6.00;   -7.02;   -0.50;        ; 2020A&A...633A..99C ;DBSB 132, FSR 1643
